0.000000000000000000e+00 3.636225413819828278e-02 -8.109968295835142142e-04 -2.331820516101102032e-03 -5.892930551503517550e-03 -8.702718454462273281e-03 -2.939409451887064584e-04 -1.762374068748521344e-03 1.808998427873018784e-04 -3.720112020643488547e-05
1.000000000000000056e-01 9.821016076008226570e-02 -1.914223606915788772e-02 -2.133444908020201009e-02 1.367884853407910252e-02 -1.352776814459324614e-02 -5.689458675662613200e-03 -1.113155326726514294e-02 -7.418793617932106441e-03 -9.183639956274887786e-03
2.000000000000000111e-01 7.943920901582836314e-02 -1.115503376967420385e-01 -1.228421711144093813e-02 -2.086594932947195835e-02 -3.391052816539533166e-02 -1.343038286556304771e-02 -1.647203673570934307e-02 -1.648137248871518745e-02 -1.809489133141061606e-02
3.000000000000000444e-01 -3.761898497697479388e-02 -7.764079881507893188e-02 3.475657125502638889e-02 -2.564709613686163431e-02 -1.384069719229438777e-02 -2.514041791941226678e-02 -2.426895838159706664e-02 -2.077974891330110555e-02 -2.055171700429978682e-02
4.000000000000000222e-01 -3.172364718765399716e-02 9.245547461396562416e-02 1.927632580831928691e-02 -4.528805174099362341e-02 -2.902294707421466252e-02 -2.151501605534237790e-02 -1.850916251036531859e-02 -2.382136536162945267e-02 -2.028503269499245393e-02
5.000000000000000000e-01 5.513675395796825696e-02 -2.259803932259732070e-02 -2.719328869914506425e-02 -1.540732736840799179e-02 1.023985670281915561e-02 -3.111859059329765906e-02 -1.825219816316966254e-02 -1.783592972215812533e-02 -1.980187473834069817e-02
6.000000000000000888e-01 -1.824954787862666794e-01 -7.696108362267933822e-02 -8.702653676510262171e-04 -1.279249812138228380e-02 -4.262767303205579339e-03 -1.477841496169738505e-02 -1.860632645161013066e-02 -1.936233252465924606e-02 -1.627086161734100575e-02
7.000000000000000666e-01 2.986770311162711966e-02 8.279521365710490466e-02 -1.483241093702532265e-02 8.966677923218598079e-03 -1.220333826998913108e-02 -1.249183475631312178e-02 -1.207692350859413885e-02 -1.420714377333087176e-02 -1.116759640009176192e-02
8.000000000000000444e-01 9.389156128974124327e-02 -4.724058779116824952e-02 1.645043507736838363e-03 -1.410321603532049307e-02 -1.277936709773050752e-02 3.082949397558666302e-04 -3.027697050932582137e-03 -4.734619293145149455e-03 -2.558378776182036220e-03
9.000000000000000222e-01 1.927314432990881177e-01 2.544053088854323144e-02 -1.487368697974990675e-02 4.741560161530593287e-03 2.443422658057730918e-03 6.913583538803157527e-03 8.760276732690003287e-03 6.482325654123028899e-03 5.609769714180771506e-03
1.000000000000000000e+00 1.091072381144899545e-01 -3.134023919473977876e-02 3.466969088897797063e-02 4.326938670153533673e-02 3.281849651260909662e-02 1.172295778410141487e-02 1.697756397942503520e-02 1.356212117132892664e-02 1.587650554380066331e-02
1.100000000000000089e+00 -8.316333703457552684e-02 -2.185020431754947784e-02 2.842063227537192094e-02 3.868993355024913372e-02 1.306284739085789015e-02 1.386908612645581726e-02 3.315378193797729328e-02 2.368820216269919982e-02 2.859361578037234244e-02
1.200000000000000178e+00 1.461047926239002481e-01 4.260208170973029534e-02 1.112386690624848212e-02 6.219985626749080510e-02 3.436777115020458323e-02 4.105275512031553165e-02 3.976811268269407618e-02 4.207630030977171226e-02 4.081156209456274914e-02
1.300000000000000044e+00 6.508845904227220092e-02 4.564659121830200172e-02 4.786764334944912380e-02 7.120517245950330754e-02 6.612426161134972447e-02 5.714466526033033095e-02 5.976258115724895209e-02 5.620816600791926632e-02 5.714020950354248285e-02
1.400000000000000133e+00 1.462004009385595438e-01 8.461404569952603316e-02 7.221514377988805244e-02 5.893206131762805666e-02 7.011999275838722012e-02 5.389248247269631809e-02 6.064276676298682722e-02 6.997409514713633094e-02 6.949962845031851244e-02
1.500000000000000000e+00 1.379120500659002935e-01 6.844576360865056719e-02 6.557347801011588484e-02 9.241367595292970805e-02 9.893084117259423604e-02 8.644578190881443969e-02 9.044213673249096308e-02 8.706837535971269360e-02 8.562992078198936041e-02
1.600000000000000089e+00 1.537558611717492474e-01 6.639649836019695384e-02 8.842424496014363033e-02 1.104862615019375910e-01 9.032310308150726108e-02 1.146263500410735353e-01 1.004843911997166384e-01 1.006204981389017400e-01 1.007682978671798901e-01
1.700000000000000178e+00 2.594116832565724895e-01 2.246069757239300413e-01 1.119149337571489350e-01 1.436266444162154488e-01 1.423054671283454919e-01 1.262969110749212198e-01 1.229577430803256710e-01 1.181410563396946001e-01 1.172983032417974081e-01
1.800000000000000044e+00 1.477395455847897443e-01 6.496440270630432501e-02 1.028957850464969626e-01 1.078505610349442950e-01 1.157189253124806527e-01 1.326854377299988841e-01 1.290130419915263560e-01 1.340821061862192132e-01 1.336154699311996041e-01
1.900000000000000133e+00 1.565505788041303692e-01 1.150112038177810991e-01 1.190122766590641507e-01 1.737521847067666769e-01 1.528993788808390153e-01 1.490625277522531489e-01 1.449610850088554059e-01 1.476361581549198720e-01 1.465556346033814739e-01
2.000000000000000000e+00 7.652471906602353879e-02 1.177036005938634639e-01 1.959072186320352515e-01 1.520474670783588944e-01 1.734904313754097593e-01 1.554533884227719820e-01 1.640151293315010583e-01 1.568203897109331779e-01 1.607735406912254306e-01
2.100000000000000089e+00 2.718674604557472785e-01 1.317430942102721381e-01 1.591486226347691713e-01 1.719027907516354481e-01 1.712479633147121760e-01 1.721666432024349935e-01 1.703587363537253097e-01 1.722247727921034088e-01 1.737414534504952146e-01
2.200000000000000178e+00 1.135942537202181135e-01 2.418019118742752438e-01 1.394165800008490830e-01 1.755159404700432635e-01 1.755546947646134670e-01 1.746449001922069089e-01 1.839149304590480261e-01 1.848297769512851074e-01 1.831290807747147364e-01
2.300000000000000266e+00 2.060476521037520603e-01 1.495615823313629633e-01 1.917468387663685547e-01 1.785056314956607881e-01 1.895831335724582623e-01 1.954904440267491161e-01 1.900680040084801736e-01 1.957712848967027019e-01 1.918912409806912966e-01
2.400000000000000355e+00 8.755186640219858596e-02 1.634516008366334594e-01 1.589890908763978428e-01 1.813760515935047279e-01 2.099662652471907809e-01 2.042689466082953376e-01 2.070424030617328270e-01 1.958560444837134651e-01 1.999622673689279706e-01
2.500000000000000000e+00 1.628042124578160110e-01 9.190065741888742146e-02 1.693639917085028868e-01 1.947820251943892522e-01 1.935778893141979484e-01 2.007104906608322414e-01 2.042198683915994739e-01 2.063391540051588702e-01 2.058181012221540485e-01
2.600000000000000089e+00 3.043550585241197592e-01 2.490751022563392203e-01 2.268889479029556622e-01 2.155055979754369744e-01 2.127339869996648369e-01 2.211140161168385632e-01 2.097069223123522730e-01 2.092006904017804370e-01 2.105631940986204265e-01
2.700000000000000178e+00 -8.643234455841858344e-02 1.943375011963215937e-01 1.958921295629481862e-01 2.186746806616347572e-01 2.360507008733091494e-01 2.100683973331587684e-01 2.089259763400537762e-01 2.087621728532705057e-01 2.100390730617223978e-01
2.800000000000000266e+00 2.725074827447507841e-01 2.426373392261940432e-01 1.952184125647104807e-01 2.075316518571193314e-01 2.177893539763945951e-01 2.116010200911784822e-01 2.029240604484074950e-01 2.063954317039742581e-01 2.078029522662767914e-01
2.900000000000000355e+00 2.132483175428248889e-01 2.719918701237963310e-01 1.989436591522934505e-01 1.875239224752192624e-01 2.119759047635644822e-01 2.102446828976916593e-01 1.997945188736555966e-01 2.027050628525083609e-01 2.032148581446296953e-01
3.000000000000000000e+00 1.346675892042212275e-01 1.567104301918473830e-01 2.228914851969689415e-01 2.185885792469554612e-01 2.115691424374567253e-01 1.925754236216303539e-01 1.952323089544754642e-01 1.954179747268099676e-01 1.964801602593457541e-01
